Name,City,Country,Region,Term,GPA,Advisor,College,Credits,Costs,SAPA,About
UF in Libya,Tripoli,Libya,Africa,Summer C,1.7,Cristy Dodson,CALS,6,9287,No,Dietetics
UF in Liechtenstein,Vaduz,Liechtenstein,Europe,Fall,3.5,Cristy Dodson,CALS,7,9832,No,Entomology and Nemotology
UF in Lithuania,Vilnius,Lithuania,Europe,Summer B,2.3,Cristy Dodson,CALS,8,14185,No,Environmental Management in Agriculture and Natural Resources
UF in Luxembourg,Luxembourg,Luxembourg,Europe,Summer B,1.6,Cristy Dodson,CALS,11,5114,No,Environmental Science
UF in Madagascar,Antananarivo,Madagascar,Africa,Spring,2.2,Cristy Dodson,CALS,11,6524,No,"Family, Youth and Community Sciences"
UF in Malawi,Lilongwe,Malawi,Africa,Spring,2.7,Cristy Dodson,CALS,10,7607,No,Food and Resource Economics
UF in Malaysia,Kuala Lumpur,Malaysia,Asia,Fall,3.2,Maria Salay,CALS,3,6723,No,Food Science
UF in Maldives,Male,Maldives,Asia,Fall,1.8,Maria Salay,CALS,8,14401,No,Forest Resources and Conservation
UF in Mali,Bamako,Mali,Africa,Summer A,2.7,Cristy Dodson,CALS,1,4398,No,Geomatics
UF in Malta,Valletta,Malta,Europe,Spring,2.6,Cristy Dodson,CALS,8,11449,No,Marine Sciences
UF in Marshall Islands,Majuro,Marshall Islands,Australia/Pacific Islands,Summer A,3.3,Emma Stetter,CALS,10,8490,No,Microbiology and Cell Science
UF in Mauritania,Nouakchott,Mauritania,Africa,Fall,2.2,Cristy Dodson,CALS,6,5367,No,Natural Resource Conservation
UF in Mauritius,Port Louis,Mauritius,Africa,Fall,1.9,Cristy Dodson,CALS,9,3978,No,Nutritional Sciences
UF in Mexico,Mexico City,Mexico,North America,Summer B,1.6,Lisa Dias,CALS,13,4806,No,Plant Science
UF in Micronesia,Palikir,Micronesia,Australia/Pacific Islands,Summer A,3.4,Emma Stetter,CALS,3,11629,No,"Soil, Water, and Ecosystem Sciences"
UF in Moldova,Chisinau,Moldova,Europe,Summer A,1.6,Cristy Dodson,CALS,2,3404,No,Wildlife Ecology and Conservation
UF in Monaco,Monaco,Monaco,Europe,Fall,1.8,Cristy Dodson,CALS,10,8047,No,Pre-Professional Majors
UF in Mongolia,Ulaanbaatar,Mongolia,Asia,Summer A,3.6,Maria Salay,CALS,5,12234,No,Agricultural Education and Communication
UF in Montenegro,Podgorica,Montenegro,Europe,Fall,3.1,Cristy Dodson,CALS,3,13323,No,Agricultural Operations Management
UF in Morocco,Rabat,Morocco,Africa,Summer C,1.8,Cristy Dodson,CALS,8,6261,No,Animal Science
UF in Mozambique,Maputo,Mozambique,Africa,Summer B,1.2,Cristy Dodson,CALS,3,4970,No,Biological Engineering
UF in Namibia,Windhoek,Namibia,Africa,Summer A,2.2,Cristy Dodson,CALS,5,13306,No,Biology
UF in Nauru,N/A,Nauru,Australia/Pacific Islands,Summer B,1,Emma Stetter,CALS,3,7099,No,Botany
UF in Nepal,Kathmandu,Nepal,Asia,Summer C,1.3,Maria Salay,CALS,10,7948,No,Dietetics
UF in Netherlands,Amsterdam,Netherlands,Europe,Fall,3.4,Cristy Dodson,CALS,14,5416,No,Entomology and Nemotology
UF in New Zealand,Wellington,New Zealand,Australia/Pacific Islands,Summer A,3.5,Emma Stetter,CALS,3,3719,No,Environmental Management in Agriculture and Natural Resources
UF in Nicaragua,Managua,Nicaragua,North America,Spring,1.7,Lisa Dias,CALS,14,6082,No,Environmental Science
UF in Niger,Niamey,Niger,Africa,Summer C,1.9,Cristy Dodson,CALS,5,7779,No,"Family, Youth and Community Sciences"
UF in Nigeria,Abuja,Nigeria,Africa,Fall,3.1,Cristy Dodson,CALS,13,11015,No,Food and Resource Economics
UF in Niue,Alofi,Niue,Australia/Pacific Islands,Summer C,2.8,Emma Stetter,CALS,2,7996,No,Food Science
UF in North Macedonia,Skopje,North Macedonia,Europe,Summer C,2.8,Cristy Dodson,CALS,11,11820,No,Forest Resources and Conservation
UF in Norway,Oslo,Norway,Europe,Fall,2.8,Emma Frierson,CALS,5,10796,No,Geomatics
UF in Oman,Muscat,Oman,Asia,Fall,2.6,Maria Salay,CALS,12,8052,No,Marine Sciences
UF in Pakistan,Islamabad,Pakistan,Asia,Summer A,1.4,Maria Salay,CALS,1,5999,No,Microbiology and Cell Science
UF in Palau,Melekeok,Palau,Australia/Pacific Islands,Fall,1.8,Emma Stetter,CALS,3,7077,No,Natural Resource Conservation
UF in Panama,Panama City,Panama,North America,Summer C,1.3,Lisa Dias,CALS,13,3449,No,Nutritional Sciences
UF in Papua New Guinea,Port Moresby,Papua New Guinea,Australia/Pacific Islands,Summer C,2.1,Emma Stetter,CALS,7,3312,No,Plant Science
UF in Paraguay,Asuncion,Paraguay,South America,Fall,3.8,Lisa Dias,CALS,8,8090,No,"Soil, Water, and Ecosystem Sciences"
UF in Peru,Lima,Peru,South America,Summer A,2.8,Lisa Dias,CALS,4,9266,No,Wildlife Ecology and Conservation
UF in Philippines,Manila,Philippines,Asia,Summer C,2.4,Maria Salay,CALS,3,10714,No,Pre-Professional Majors
UF in Poland,Warsaw,Poland,Europe,Summer B,2.7,Cristy Dodson,CALS,12,4136,No,Agricultural Education and Communication
UF in Portugal,Lisbon,Portugal,Europe,Summer B,2,Lisa Dias,CALS,7,13651,No,Agricultural Operations Management
UF in Qatar,Doha,Qatar,Asia,Fall,1.9,Maria Salay,CALS,12,4275,No,Animal Science
UF in Republic of Korea,Seoul,Republic of Korea,Asia,Summer A,1.9,Maria Salay,CALS,3,6435,No,Biological Engineering
UF in Republic of the Congo,Brazzaville,Republic of the Congo,Africa,Spring,3.3,Cristy Dodson,CALS,9,10838,No,Biology
UF in Romania,Bucharest,Romania,Europe,Summer A,1.8,Cristy Dodson,CALS,7,12080,No,Botany
UF in Russia,Moscow,Russia,Asia,Summer C,3.5,Maria Salay,CALS,15,12895,No,Dietetics
UF in Rwanda,Kigali,Rwanda,Africa,Summer C,2.4,Cristy Dodson,CALS,1,4576,No,Entomology and Nemotology
UF in Saint Kitts and Nevis,Basseterre,Saint Kitts and Nevis,North America,Summer B,3.4,Lisa Dias,CALS,1,4157,No,Environmental Management in Agriculture and Natural Resources
UF in Saint Lucia,Castries,Saint Lucia,North America,Fall,3.6,Lisa Dias,CALS,5,13018,No,Environmental Science
UF in Saint Vincent and the Grenadines,Kingstown,Saint Vincent and the Grenadines,North America,Fall,3.2,Lisa Dias,CALS,9,9820,No,"Family, Youth and Community Sciences"
UF in Samoa,Apia,Samoa,Australia/Pacific Islands,Summer B,3.2,Emma Stetter,CALS,1,5247,No,Food and Resource Economics
UF in San Marino,San Marino,San Marino,Europe,Summer B,3.3,Cristy Dodson,CALS,6,5945,No,Food Science
UF in São Tomé and Príncipe,Sao Tome,São Tomé and Príncipe,Africa,Summer A,3.2,Cristy Dodson,CALS,7,14696,No,Forest Resources and Conservation
UF in Saudi Arabia,Riyadh,Saudi Arabia,Asia,Summer B,2.6,Maria Salay,CALS,8,4058,No,Geomatics
UF in Senegal,Dakar,Senegal,Africa,Summer C,2.1,Cristy Dodson,CALS,14,8062,No,Marine Sciences
UF in Serbia,Belgrade,Serbia,Europe,Fall,3.9,Cristy Dodson,CALS,2,11326,No,Microbiology and Cell Science
UF in Seychelles,Victoria,Seychelles,Africa,Summer A,1.9,Cristy Dodson,CALS,4,10129,No,Natural Resource Conservation
UF in Sierra Leone,Freetown,Sierra Leone,Africa,Fall,2.7,Cristy Dodson,CALS,5,13987,No,Nutritional Sciences
UF in Singapore,Singapore,Singapore,Asia,Summer A,3.6,Maria Salay,CALS,5,4996,No,Plant Science
UF in Slovakia,Bratislava,Slovakia,Europe,Fall,1.1,Cristy Dodson,CALS,3,8640,No,"Soil, Water, and Ecosystem Sciences"
UF in Slovenia,Ljubljana,Slovenia,Europe,Summer C,1.2,Cristy Dodson,CALS,6,5388,No,Wildlife Ecology and Conservation
UF in Solomon Islands,Honiara,Solomon Islands,Australia/Pacific Islands,Spring,2.2,Emma Stetter,CALS,7,6655,No,Pre-Professional Majors
UF in Somalia,Mogadishu,Somalia,Africa,Spring,2.4,Cristy Dodson,CALS,12,9537,No,Agricultural Education and Communication
UF in South Africa,Cape Town,South Africa,Africa,Fall,1.5,Cristy Dodson,CALS,8,14723,No,Agricultural Operations Management
UF in South Sudan,Juba,South Sudan,Africa,Fall,3,Cristy Dodson,CALS,3,7679,No,Animal Science
UF in Spain,Madrid,Spain,Europe,Summer C,2.7,Lisa Dias,CALS,11,4352,No,Biological Engineering
UF in Sri Lanka,Sri Jayawardenapura,Sri Lanka,Asia,Spring,2.4,Maria Salay,CALS,12,9941,No,Biology
UF in Sudan,Khartoum,Sudan,Africa,Summer B,1.1,Cristy Dodson,CALS,10,12694,No,Botany
UF in Suriname,Paramaribo,Suriname,South America,Summer C,2.3,Lisa Dias,CALS,10,13717,No,Dietetics
UF in Sweden,Stockholm,Sweden,Europe,Spring,3.3,Emma Frierson,CALS,1,6522,No,Entomology and Nemotology
UF in Switzerland,Bern,Switzerland,Europe,Summer B,2.7,Morgan Williams-Franklin,CALS,10,14547,No,Environmental Management in Agriculture and Natural Resources
UF in Syria,Damascus,Syria,Asia,Summer C,3.1,Maria Salay,CALS,7,12763,No,Environmental Science
UF in Tajikistan,Dushanbe,Tajikistan,Asia,Summer A,1.6,Maria Salay,CALS,2,9236,No,"Family, Youth and Community Sciences"
UF in Tanzania,Dodoma,Tanzania,Africa,Spring,3.3,Cristy Dodson,CALS,4,7209,No,Food and Resource Economics
UF in Thailand,Bangkok,Thailand,Asia,Summer B,3.6,Maria Salay,CALS,15,3933,No,Food Science
UF in Timor-Leste,Dili,Timor-Leste,Asia,Fall,3.7,Maria Salay,CALS,13,13536,No,Forest Resources and Conservation
UF in Togo,Lome,Togo,Africa,Spring,2.5,Cristy Dodson,CALS,4,3263,No,Geomatics
UF in Tonga,Muku'alofa,Tonga,Australia/Pacific Islands,Fall,3.8,Emma Stetter,CALS,11,5046,No,Marine Sciences
UF in Trinidad and Tobago,Port of Spain,Trinidad and Tobago,North America,Summer A,2.4,Cristy Dodson,CALS,9,5583,No,Microbiology and Cell Science
UF in Tunisia,Tunis,Tunisia,Africa,Summer B,1.7,Cristy Dodson,CALS,7,3560,No,Natural Resource Conservation
UF in Turkey,Ankara,Turkey,Asia,Spring,3.7,Maria Salay,CALS,14,12739,No,Nutritional Sciences
UF in Turkmenistan,Ashgabat,Turkmenistan,Asia,Fall,1.4,Maria Salay,CALS,10,3074,No,Plant Science
UF in Tuvalu,Funafuti,Tuvalu,Australia/Pacific Islands,Summer C,3.7,Emma Stetter,CALS,7,10603,No,"Soil, Water, and Ecosystem Sciences"
UF in Uganda,Kampala,Uganda,Africa,Spring,3.5,Cristy Dodson,CALS,1,3153,No,Wildlife Ecology and Conservation
UF in Ukraine,Kyiv,Ukraine,Europe,Spring,2.2,Cristy Dodson,CALS,2,5186,No,Pre-Professional Majors
UF in United Arab Emirates,Abu Dhabi,United Arab Emirates,Asia,Summer C,1.3,Maria Salay,CALS,1,10338,No,Agricultural Education and Communication
UF in United Kingdom,London,United Kingdom,Europe,Fall,2.5,Emma Frierson,CALS,14,10564,No,Agricultural Operations Management
UF in Uruguay,Montevideo,Uruguay,South America,Fall,1.5,Lisa Dias,CALS,12,11634,No,Animal Science
UF in Uzbekistan,Taskkent,Uzbekistan,Asia,Summer C,2.5,Maria Salay,CALS,11,3236,No,Biological Engineering
UF in Vanuatu,Port Vila,Vanuatu,Australia/Pacific Islands,Summer C,2.2,Emma Stetter,CALS,3,9668,No,Biology
UF in Venezuela,Caracas,Venezuela,South America,Summer C,1.2,Lisa Dias,CALS,8,8175,No,Botany
UF in Vietnam,Hanoi,Vietnam,Asia,Summer A,2.5,Maria Salay,CALS,5,4182,No,Dietetics
UF in Yemen,Sana'a,Yemen,Asia,Summer B,3.1,Maria Salay,CALS,14,11470,No,Entomology and Nemotology
UF in Zambia,Lusaka,Zambia,Africa,Summer B,1.7,Maria Salay,CALS,15,8461,No,Environmental Management in Agriculture and Natural Resources
UF in Zimbabwe,Harare,Zimbabwe,Africa,Summer A,1.4,Cristy Dodson,Arts,3,8628,No,Art Education
UF in Afghanistan,Kabul,Afghanistan,Asia,Fall,2.7,Maria Salay,Arts,11,7102,No,Art History
UF in Albania,Tirana,Albania,Europe,Summer B,2.7,Cristy Dodson,Arts,4,14610,No,Graphic Design/Design & Visual Communications
UF in Algeria,Algiers,Algeria,Africa,Spring,2.4,Cristy Dodson,Arts,7,3982,No,Museum Studies
UF in Andorra,Andorra la Vella,Andorra,Europe,Spring,2.2,Cristy Dodson,Arts,4,9216,No,Studio Art
